"189234;""20300"";""MBG0095"";""BU0363AG06"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AG06"";""23.2"""
"189237;""20300"";""MBG0095"";""WK0363AH  "";""2020JJ00"";""Amsterdam                               "";""Wijk    "";""WK0363AH  "";""21.1"""
"189238;""20300"";""MBG0095"";""WK0363AH  "";""2022JJ00"";""Amsterdam                               "";""Wijk    "";""WK0363AH  "";""26.1"""
"189239;""20300"";""MBG0095"";""WK0363AH  "";""2024JJ00"";""Amsterdam                               "";""Wijk    "";""WK0363AH  "";""24.1"""
"189242;""20300"";""MBG0095"";""BU0363AH01"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AH01"";""28.2"""
"189243;""20300"";""MBG0095"";""BU0363AH01"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AH01"";""34.4"""
"189244;""20300"";""MBG0095"";""BU0363AH01"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AH01"";""29.1"""
"189247;""20300"";""MBG0095"";""BU0363AH02"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AH02"";""34"""
"189248;""20300"";""MBG0095"";""BU0363AH02"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AH02"";""36"""
"189249;""20300"";""MBG0095"";""BU0363AH02"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AH02"";""32.2"""
"189252;""20300"";""MBG0095"";""BU0363AH03"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AH03"";""21"""
"189253;""20300"";""MBG0095"";""BU0363AH03"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AH03"";""25.4"""
"189254;""20300"";""MBG0095"";""BU0363AH03"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AH03"";""23.9"""
"189257;""20300"";""MBG0095"";""BU0363AH04"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AH04"";""20.3"""
"189258;""20300"";""MBG0095"";""BU0363AH04"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AH04"";""26.2"""
"189259;""20300"";""MBG0095"";""BU0363AH04"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AH04"";""23.7"""
"189262;""20300"";""MBG0095"";""BU0363AH05"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AH05"";""34.9"""
"189263;""20300"";""MBG0095"";""BU0363AH05"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AH05"";""39.3"""
"189264;""20300"";""MBG0095"";""BU0363AH05"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AH05"";""34.4"""
"189267;""20300"";""MBG0095"";""BU0363AH06"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AH06"";""28.4"""
"189268;""20300"";""MBG0095"";""BU0363AH06"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AH06"";""30.7"""
"189269;""20300"";""MBG0095"";""BU0363AH06"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AH06"";""28.6"""
"189272;""20300"";""MBG0095"";""BU0363AH07"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AH07"";""20.2"""
"189273;""20300"";""MBG0095"";""BU0363AH07"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AH07"";""26"""
"189274;""20300"";""MBG0095"";""BU0363AH07"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AH07"";""22.4"""
