"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingGemeenteWijkBuurt_4"
"14665";"BU07152401";"Terneuzen                               ";"Buurt     ";"BU07152401";"1"
"14666";"WK071525  ";"Terneuzen                               ";"Wijk      ";"WK071525  ";"1"
"14667";"BU07152501";"Terneuzen                               ";"Buurt     ";"BU07152501";"1"
"14668";"WK071526  ";"Terneuzen                               ";"Wijk      ";"WK071526  ";"1"
"14669";"BU07152601";"Terneuzen                               ";"Buurt     ";"BU07152601";"1"
"14670";"WK071527  ";"Terneuzen                               ";"Wijk      ";"WK071527  ";"1"
"14671";"BU07152701";"Terneuzen                               ";"Buurt     ";"BU07152701";"1"
"14672";"WK071528  ";"Terneuzen                               ";"Wijk      ";"WK071528  ";"1"
"14673";"BU07152801";"Terneuzen                               ";"Buurt     ";"BU07152801";"1"
"14674";"WK071529  ";"Terneuzen                               ";"Wijk      ";"WK071529  ";"1"
"14675";"BU07152901";"Terneuzen                               ";"Buurt     ";"BU07152901";"1"
"14676";"WK071530  ";"Terneuzen                               ";"Wijk      ";"WK071530  ";"1"
"14677";"BU07153001";"Terneuzen                               ";"Buurt     ";"BU07153001";"1"
"14678";"GM0093    ";"Terschelling                            ";"Gemeente  ";"GM0093    ";"1"
"14679";"WK009300  ";"Terschelling                            ";"Wijk      ";"WK009300  ";"1"
"14680";"BU00930000";"Terschelling                            ";"Buurt     ";"BU00930000";"1"
"14681";"BU00930002";"Terschelling                            ";"Buurt     ";"BU00930002";"1"
"14682";"WK009301  ";"Terschelling                            ";"Wijk      ";"WK009301  ";"1"
"14683";"BU00930110";"Terschelling                            ";"Buurt     ";"BU00930110";"1"
"14684";"BU00930111";"Terschelling                            ";"Buurt     ";"BU00930111";"1"
"14685";"BU00930112";"Terschelling                            ";"Buurt     ";"BU00930112";"1"
"14686";"WK009302  ";"Terschelling                            ";"Wijk      ";"WK009302  ";"1"
"14687";"BU00930213";"Terschelling                            ";"Buurt     ";"BU00930213";"1"
"14688";"BU00930214";"Terschelling                            ";"Buurt     ";"BU00930214";"1"
"14689";"BU00930215";"Terschelling                            ";"Buurt     ";"BU00930215";"1"
"14690";"WK009303  ";"Terschelling                            ";"Wijk      ";"WK009303  ";"1"
"14691";"BU00930316";"Terschelling                            ";"Buurt     ";"BU00930316";"1"
"14692";"BU00930317";"Terschelling                            ";"Buurt     ";"BU00930317";"1"
"14693";"WK009304  ";"Terschelling                            ";"Wijk      ";"WK009304  ";"1"
"14694";"BU00930418";"Terschelling                            ";"Buurt     ";"BU00930418";"1"
"14695";"BU00930419";"Terschelling                            ";"Buurt     ";"BU00930419";"1"
"14696";"BU00930420";"Terschelling                            ";"Buurt     ";"BU00930420";"1"
"14697";"WK009305  ";"Terschelling                            ";"Wijk      ";"WK009305  ";"1"
"14698";"BU00930521";"Terschelling                            ";"Buurt     ";"BU00930521";"1"
"14699";"BU00930522";"Terschelling                            ";"Buurt     ";"BU00930522";"1"
"14700";"BU00930523";"Terschelling                            ";"Buurt     ";"BU00930523";"1"
"14701";"GM0448    ";"Texel                                   ";"Gemeente  ";"GM0448    ";"1"
"14702";"WK044800  ";"Texel                                   ";"Wijk      ";"WK044800  ";"1"
"14703";"BU04480000";"Texel                                   ";"Buurt     ";"BU04480000";"1"
"14704";"BU04480001";"Texel                                   ";"Buurt     ";"BU04480001";"1"
"14705";"BU04480002";"Texel                                   ";"Buurt     ";"BU04480002";"1"
"14706";"BU04480003";"Texel                                   ";"Buurt     ";"BU04480003";"1"
"14707";"BU04480004";"Texel                                   ";"Buurt     ";"BU04480004";"1"
"14708";"BU04480005";"Texel                                   ";"Buurt     ";"BU04480005";"1"
"14709";"BU04480007";"Texel                                   ";"Buurt     ";"BU04480007";"1"
"14710";"BU04480008";"Texel                                   ";"Buurt     ";"BU04480008";"1"
"14711";"BU04480009";"Texel                                   ";"Buurt     ";"BU04480009";"1"
"14712";"WK044801  ";"Texel                                   ";"Wijk      ";"WK044801  ";"1"
"14713";"BU04480100";"Texel                                   ";"Buurt     ";"BU04480100";"1"
"14714";"BU04480107";"Texel                                   ";"Buurt     ";"BU04480107";"1"
"14715";"BU04480108";"Texel                                   ";"Buurt     ";"BU04480108";"1"
"14716";"BU04480109";"Texel                                   ";"Buurt     ";"BU04480109";"1"
"14717";"GM1525    ";"Teylingen                               ";"Gemeente  ";"GM1525    ";"1"
"14718";"WK152501  ";"Teylingen                               ";"Wijk      ";"WK152501  ";"1"
"14719";"BU15250101";"Teylingen                               ";"Buurt     ";"BU15250101";"1"
"14720";"BU15250102";"Teylingen                               ";"Buurt     ";"BU15250102";"1"
"14721";"BU15250103";"Teylingen                               ";"Buurt     ";"BU15250103";"1"
"14722";"BU15250104";"Teylingen                               ";"Buurt     ";"BU15250104";"1"
"14723";"WK152502  ";"Teylingen                               ";"Wijk      ";"WK152502  ";"1"
"14724";"BU15250201";"Teylingen                               ";"Buurt     ";"BU15250201";"1"
"14725";"BU15250202";"Teylingen                               ";"Buurt     ";"BU15250202";"1"
"14726";"BU15250203";"Teylingen                               ";"Buurt     ";"BU15250203";"1"
"14727";"BU15250204";"Teylingen                               ";"Buurt     ";"BU15250204";"1"
"14728";"BU15250205";"Teylingen                               ";"Buurt     ";"BU15250205";"1"
"14729";"WK152503  ";"Teylingen                               ";"Wijk      ";"WK152503  ";"1"
"14730";"BU15250301";"Teylingen                               ";"Buurt     ";"BU15250301";"1"
"14731";"BU15250302";"Teylingen                               ";"Buurt     ";"BU15250302";"1"
"14732";"BU15250303";"Teylingen                               ";"Buurt     ";"BU15250303";"1"
"14733";"BU15250304";"Teylingen                               ";"Buurt     ";"BU15250304";"1"
"14734";"WK152504  ";"Teylingen                               ";"Wijk      ";"WK152504  ";"1"
"14735";"BU15250401";"Teylingen                               ";"Buurt     ";"BU15250401";"1"
"14736";"BU15250402";"Teylingen                               ";"Buurt     ";"BU15250402";"1"
"14737";"BU15250403";"Teylingen                               ";"Buurt     ";"BU15250403";"1"
"14738";"BU15250404";"Teylingen                               ";"Buurt     ";"BU15250404";"1"
"14739";"BU15250405";"Teylingen                               ";"Buurt     ";"BU15250405";"1"
"14740";"WK152511  ";"Teylingen                               ";"Wijk      ";"WK152511  ";"1"
"14741";"BU15251101";"Teylingen                               ";"Buurt     ";"BU15251101";"1"
"14742";"BU15251102";"Teylingen                               ";"Buurt     ";"BU15251102";"1"
"14743";"BU15251103";"Teylingen                               ";"Buurt     ";"BU15251103";"1"
"14744";"BU15251104";"Teylingen                               ";"Buurt     ";"BU15251104";"1"
"14745";"WK152512  ";"Teylingen                               ";"Wijk      ";"WK152512  ";"1"
"14746";"BU15251201";"Teylingen                               ";"Buurt     ";"BU15251201";"1"
"14747";"BU15251202";"Teylingen                               ";"Buurt     ";"BU15251202";"1"
"14748";"BU15251203";"Teylingen                               ";"Buurt     ";"BU15251203";"1"
"14749";"BU15251204";"Teylingen                               ";"Buurt     ";"BU15251204";"1"
"14750";"BU15251205";"Teylingen                               ";"Buurt     ";"BU15251205";"1"
"14751";"BU15251206";"Teylingen                               ";"Buurt     ";"BU15251206";"1"
"14752";"BU15251207";"Teylingen                               ";"Buurt     ";"BU15251207";"1"
"14753";"BU15251208";"Teylingen                               ";"Buurt     ";"BU15251208";"1"
"14754";"WK152513  ";"Teylingen                               ";"Wijk      ";"WK152513  ";"1"
"14755";"BU15251301";"Teylingen                               ";"Buurt     ";"BU15251301";"1"
"14756";"BU15251302";"Teylingen                               ";"Buurt     ";"BU15251302";"1"
"14757";"BU15251303";"Teylingen                               ";"Buurt     ";"BU15251303";"1"
"14758";"BU15251304";"Teylingen                               ";"Buurt     ";"BU15251304";"1"
"14759";"WK152514  ";"Teylingen                               ";"Wijk      ";"WK152514  ";"1"
"14760";"BU15251401";"Teylingen                               ";"Buurt     ";"BU15251401";"1"
"14761";"BU15251402";"Teylingen                               ";"Buurt     ";"BU15251402";"1"
"14762";"BU15251403";"Teylingen                               ";"Buurt     ";"BU15251403";"1"
"14763";"BU15251404";"Teylingen                               ";"Buurt     ";"BU15251404";"1"
"14764";"BU15251405";"Teylingen                               ";"Buurt     ";"BU15251405";"1"
"14765";"BU15251406";"Teylingen                               ";"Buurt     ";"BU15251406";"1"
"14766";"BU15251407";"Teylingen                               ";"Buurt     ";"BU15251407";"1"
"14767";"BU15251408";"Teylingen                               ";"Buurt     ";"BU15251408";"1"
"14768";"WK152515  ";"Teylingen                               ";"Wijk      ";"WK152515  ";"1"
"14769";"BU15251501";"Teylingen                               ";"Buurt     ";"BU15251501";"1"
"14770";"BU15251502";"Teylingen                               ";"Buurt     ";"BU15251502";"1"
"14771";"BU15251503";"Teylingen                               ";"Buurt     ";"BU15251503";"1"
"14772";"WK152521  ";"Teylingen                               ";"Wijk      ";"WK152521  ";"1"
"14773";"BU15252101";"Teylingen                               ";"Buurt     ";"BU15252101";"1"
"14774";"BU15252102";"Teylingen                               ";"Buurt     ";"BU15252102";"1"
"14775";"BU15252103";"Teylingen                               ";"Buurt     ";"BU15252103";"1"
"14776";"BU15252104";"Teylingen                               ";"Buurt     ";"BU15252104";"1"
"14777";"WK152522  ";"Teylingen                               ";"Wijk      ";"WK152522  ";"1"
"14778";"BU15252201";"Teylingen                               ";"Buurt     ";"BU15252201";"1"
"14779";"BU15252202";"Teylingen                               ";"Buurt     ";"BU15252202";"1"
"14780";"GM0716    ";"Tholen                                  ";"Gemeente  ";"GM0716    ";"1"
"14781";"WK071600  ";"Tholen                                  ";"Wijk      ";"WK071600  ";"1"
"14782";"BU07160000";"Tholen                                  ";"Buurt     ";"BU07160000";"1"
"14783";"BU07160009";"Tholen                                  ";"Buurt     ";"BU07160009";"1"
"14784";"WK071601  ";"Tholen                                  ";"Wijk      ";"WK071601  ";"1"
"14785";"BU07160100";"Tholen                                  ";"Buurt     ";"BU07160100";"1"
"14786";"BU07160109";"Tholen                                  ";"Buurt     ";"BU07160109";"1"
"14787";"WK071602  ";"Tholen                                  ";"Wijk      ";"WK071602  ";"1"
"14788";"BU07160200";"Tholen                                  ";"Buurt     ";"BU07160200";"1"
"14789";"BU07160209";"Tholen                                  ";"Buurt     ";"BU07160209";"1"
"14790";"WK071603  ";"Tholen                                  ";"Wijk      ";"WK071603  ";"1"
"14791";"BU07160300";"Tholen                                  ";"Buurt     ";"BU07160300";"1"
"14792";"BU07160309";"Tholen                                  ";"Buurt     ";"BU07160309";"1"
"14793";"WK071604  ";"Tholen                                  ";"Wijk      ";"WK071604  ";"1"
"14794";"BU07160400";"Tholen                                  ";"Buurt     ";"BU07160400";"1"
"14795";"BU07160409";"Tholen                                  ";"Buurt     ";"BU07160409";"1"
"14796";"WK071605  ";"Tholen                                  ";"Wijk      ";"WK071605  ";"1"
"14797";"BU07160500";"Tholen                                  ";"Buurt     ";"BU07160500";"1"
"14798";"BU07160509";"Tholen                                  ";"Buurt     ";"BU07160509";"1"
"14799";"WK071606  ";"Tholen                                  ";"Wijk      ";"WK071606  ";"1"
"14800";"BU07160600";"Tholen                                  ";"Buurt     ";"BU07160600";"1"
"14801";"BU07160609";"Tholen                                  ";"Buurt     ";"BU07160609";"1"
"14802";"WK071607  ";"Tholen                                  ";"Wijk      ";"WK071607  ";"1"
"14803";"BU07160700";"Tholen                                  ";"Buurt     ";"BU07160700";"1"
"14804";"BU07160709";"Tholen                                  ";"Buurt     ";"BU07160709";"1"
"14805";"BU07160710";"Tholen                                  ";"Buurt     ";"BU07160710";"1"
"14806";"GM0281    ";"Tiel                                    ";"Gemeente  ";"GM0281    ";"1"
"14807";"WK028100  ";"Tiel                                    ";"Wijk      ";"WK028100  ";"1"
"14808";"BU02810000";"Tiel                                    ";"Buurt     ";"BU02810000";"1"
"14809";"BU02810001";"Tiel                                    ";"Buurt     ";"BU02810001";"1"
"14810";"BU02810002";"Tiel                                    ";"Buurt     ";"BU02810002";"1"
"14811";"BU02810003";"Tiel                                    ";"Buurt     ";"BU02810003";"1"
"14812";"BU02810004";"Tiel                                    ";"Buurt     ";"BU02810004";"1"
"14813";"BU02810005";"Tiel                                    ";"Buurt     ";"BU02810005";"1"
"14814";"BU02810006";"Tiel                                    ";"Buurt     ";"BU02810006";"1"
"14815";"BU02810007";"Tiel                                    ";"Buurt     ";"BU02810007";"1"
"14816";"BU02810009";"Tiel                                    ";"Buurt     ";"BU02810009";"1"
"14817";"BU02810010";"Tiel                                    ";"Buurt     ";"BU02810010";"1"
"14818";"BU02810011";"Tiel                                    ";"Buurt     ";"BU02810011";"1"
"14819";"WK028101  ";"Tiel                                    ";"Wijk      ";"WK028101  ";"1"
"14820";"BU02810100";"Tiel                                    ";"Buurt     ";"BU02810100";"1"
"14821";"BU02810101";"Tiel                                    ";"Buurt     ";"BU02810101";"1"
"14822";"BU02810102";"Tiel                                    ";"Buurt     ";"BU02810102";"1"
"14823";"BU02810103";"Tiel                                    ";"Buurt     ";"BU02810103";"1"
"14824";"BU02810104";"Tiel                                    ";"Buurt     ";"BU02810104";"1"
"14825";"BU02810107";"Tiel                                    ";"Buurt     ";"BU02810107";"1"
"14826";"BU02810108";"Tiel                                    ";"Buurt     ";"BU02810108";"1"
"14827";"BU02810109";"Tiel                                    ";"Buurt     ";"BU02810109";"1"
"14828";"WK028102  ";"Tiel                                    ";"Wijk      ";"WK028102  ";"1"
"14829";"BU02810200";"Tiel                                    ";"Buurt     ";"BU02810200";"1"
"14830";"BU02810201";"Tiel                                    ";"Buurt     ";"BU02810201";"1"
"14831";"BU02810208";"Tiel                                    ";"Buurt     ";"BU02810208";"1"
"14832";"BU02810209";"Tiel                                    ";"Buurt     ";"BU02810209";"1"
"14833";"WK028103  ";"Tiel                                    ";"Wijk      ";"WK028103  ";"1"
"14834";"BU02810300";"Tiel                                    ";"Buurt     ";"BU02810300";"1"
"14835";"BU02810301";"Tiel                                    ";"Buurt     ";"BU02810301";"1"
"14836";"BU02810302";"Tiel                                    ";"Buurt     ";"BU02810302";"1"
"14837";"BU02810303";"Tiel                                    ";"Buurt     ";"BU02810303";"1"
"14838";"BU02810304";"Tiel                                    ";"Buurt     ";"BU02810304";"1"
"14839";"BU02810305";"Tiel                                    ";"Buurt     ";"BU02810305";"1"
"14840";"BU02810306";"Tiel                                    ";"Buurt     ";"BU02810306";"1"
"14841";"GM0855    ";"Tilburg                                 ";"Gemeente  ";"GM0855    ";"1"
"14842";"WK085510  ";"Tilburg                                 ";"Wijk      ";"WK085510  ";"1"
"14843";"BU08551001";"Tilburg                                 ";"Buurt     ";"BU08551001";"1"
"14844";"BU08551002";"Tilburg                                 ";"Buurt     ";"BU08551002";"1"
"14845";"BU08551003";"Tilburg                                 ";"Buurt     ";"BU08551003";"1"
"14846";"BU08551004";"Tilburg                                 ";"Buurt     ";"BU08551004";"1"
"14847";"WK085511  ";"Tilburg                                 ";"Wijk      ";"WK085511  ";"1"
"14848";"BU08551101";"Tilburg                                 ";"Buurt     ";"BU08551101";"1"
"14849";"BU08551102";"Tilburg                                 ";"Buurt     ";"BU08551102";"1"
"14850";"BU08551103";"Tilburg                                 ";"Buurt     ";"BU08551103";"1"
"14851";"BU08551104";"Tilburg                                 ";"Buurt     ";"BU08551104";"1"
"14852";"BU08551105";"Tilburg                                 ";"Buurt     ";"BU08551105";"1"
"14853";"WK085512  ";"Tilburg                                 ";"Wijk      ";"WK085512  ";"1"
"14854";"BU08551201";"Tilburg                                 ";"Buurt     ";"BU08551201";"1"
"14855";"BU08551202";"Tilburg                                 ";"Buurt     ";"BU08551202";"1"
"14856";"BU08551203";"Tilburg                                 ";"Buurt     ";"BU08551203";"1"
"14857";"WK085513  ";"Tilburg                                 ";"Wijk      ";"WK085513  ";"1"
"14858";"BU08551301";"Tilburg                                 ";"Buurt     ";"BU08551301";"1"
"14859";"BU08551302";"Tilburg                                 ";"Buurt     ";"BU08551302";"1"
"14860";"WK085514  ";"Tilburg                                 ";"Wijk      ";"WK085514  ";"1"
"14861";"BU08551401";"Tilburg                                 ";"Buurt     ";"BU08551401";"1"
"14862";"BU08551402";"Tilburg                                 ";"Buurt     ";"BU08551402";"1"
"14863";"BU08551403";"Tilburg                                 ";"Buurt     ";"BU08551403";"1"
"14864";"BU08551404";"Tilburg                                 ";"Buurt     ";"BU08551404";"1"
"14865";"BU08551405";"Tilburg                                 ";"Buurt     ";"BU08551405";"1"
"14866";"WK085515  ";"Tilburg                                 ";"Wijk      ";"WK085515  ";"1"
"14867";"BU08551501";"Tilburg                                 ";"Buurt     ";"BU08551501";"1"
"14868";"BU08551502";"Tilburg                                 ";"Buurt     ";"BU08551502";"1"
"14869";"BU08551503";"Tilburg                                 ";"Buurt     ";"BU08551503";"1"
"14870";"BU08551504";"Tilburg                                 ";"Buurt     ";"BU08551504";"1"
"14871";"BU08551505";"Tilburg                                 ";"Buurt     ";"BU08551505";"1"
"14872";"WK085516  ";"Tilburg                                 ";"Wijk      ";"WK085516  ";"1"
"14873";"BU08551601";"Tilburg                                 ";"Buurt     ";"BU08551601";"1"
"14874";"BU08551602";"Tilburg                                 ";"Buurt     ";"BU08551602";"1"
"14875";"BU08551603";"Tilburg                                 ";"Buurt     ";"BU08551603";"1"
"14876";"BU08551604";"Tilburg                                 ";"Buurt     ";"BU08551604";"1"
"14877";"WK085517  ";"Tilburg                                 ";"Wijk      ";"WK085517  ";"1"
"14878";"BU08551701";"Tilburg                                 ";"Buurt     ";"BU08551701";"1"
"14879";"BU08551702";"Tilburg                                 ";"Buurt     ";"BU08551702";"1"
"14880";"BU08551703";"Tilburg                                 ";"Buurt     ";"BU08551703";"1"
"14881";"BU08551704";"Tilburg                                 ";"Buurt     ";"BU08551704";"1"
"14882";"BU08551705";"Tilburg                                 ";"Buurt     ";"BU08551705";"1"
"14883";"BU08551706";"Tilburg                                 ";"Buurt     ";"BU08551706";"1"
"14884";"BU08551707";"Tilburg                                 ";"Buurt     ";"BU08551707";"1"
"14885";"WK085518  ";"Tilburg                                 ";"Wijk      ";"WK085518  ";"1"
"14886";"BU08551801";"Tilburg                                 ";"Buurt     ";"BU08551801";"1"
"14887";"BU08551802";"Tilburg                                 ";"Buurt     ";"BU08551802";"1"
"14888";"WK085519  ";"Tilburg                                 ";"Wijk      ";"WK085519  ";"1"
"14889";"BU08551901";"Tilburg                                 ";"Buurt     ";"BU08551901";"1"
"14890";"BU08551902";"Tilburg                                 ";"Buurt     ";"BU08551902";"1"
"14891";"WK085520  ";"Tilburg                                 ";"Wijk      ";"WK085520  ";"1"
"14892";"BU08552001";"Tilburg                                 ";"Buurt     ";"BU08552001";"1"
"14893";"BU08552002";"Tilburg                                 ";"Buurt     ";"BU08552002";"1"
"14894";"BU08552003";"Tilburg                                 ";"Buurt     ";"BU08552003";"1"
"14895";"WK085521  ";"Tilburg                                 ";"Wijk      ";"WK085521  ";"1"
"14896";"BU08552101";"Tilburg                                 ";"Buurt     ";"BU08552101";"1"
"14897";"BU08552102";"Tilburg                                 ";"Buurt     ";"BU08552102";"1"
"14898";"BU08552103";"Tilburg                                 ";"Buurt     ";"BU08552103";"1"
"14899";"WK085522  ";"Tilburg                                 ";"Wijk      ";"WK085522  ";"1"
"14900";"BU08552201";"Tilburg                                 ";"Buurt     ";"BU08552201";"1"
"14901";"BU08552202";"Tilburg                                 ";"Buurt     ";"BU08552202";"1"
"14902";"WK085523  ";"Tilburg                                 ";"Wijk      ";"WK085523  ";"1"
"14903";"BU08552301";"Tilburg                                 ";"Buurt     ";"BU08552301";"1"
"14904";"BU08552302";"Tilburg                                 ";"Buurt     ";"BU08552302";"1"
"14905";"BU08552303";"Tilburg                                 ";"Buurt     ";"BU08552303";"1"
"14906";"BU08552304";"Tilburg                                 ";"Buurt     ";"BU08552304";"1"
"14907";"BU08552305";"Tilburg                                 ";"Buurt     ";"BU08552305";"1"
"14908";"WK085524  ";"Tilburg                                 ";"Wijk      ";"WK085524  ";"1"
"14909";"BU08552401";"Tilburg                                 ";"Buurt     ";"BU08552401";"1"
"14910";"BU08552402";"Tilburg                                 ";"Buurt     ";"BU08552402";"1"
"14911";"BU08552403";"Tilburg                                 ";"Buurt     ";"BU08552403";"1"
"14912";"WK085525  ";"Tilburg                                 ";"Wijk      ";"WK085525  ";"1"
"14913";"BU08552501";"Tilburg                                 ";"Buurt     ";"BU08552501";"1"
"14914";"BU08552502";"Tilburg                                 ";"Buurt     ";"BU08552502";"1"
"14915";"BU08552503";"Tilburg                                 ";"Buurt     ";"BU08552503";"1"
"14916";"BU08552504";"Tilburg                                 ";"Buurt     ";"BU08552504";"1"
"14917";"WK085526  ";"Tilburg                                 ";"Wijk      ";"WK085526  ";"1"
"14918";"BU08552601";"Tilburg                                 ";"Buurt     ";"BU08552601";"1"
"14919";"BU08552602";"Tilburg                                 ";"Buurt     ";"BU08552602";"1"
"14920";"BU08552603";"Tilburg                                 ";"Buurt     ";"BU08552603";"1"
"14921";"BU08552604";"Tilburg                                 ";"Buurt     ";"BU08552604";"1"
"14922";"BU08552605";"Tilburg                                 ";"Buurt     ";"BU08552605";"1"
"14923";"WK085527  ";"Tilburg                                 ";"Wijk      ";"WK085527  ";"1"
"14924";"BU08552701";"Tilburg                                 ";"Buurt     ";"BU08552701";"1"
"14925";"BU08552702";"Tilburg                                 ";"Buurt     ";"BU08552702";"1"
"14926";"BU08552703";"Tilburg                                 ";"Buurt     ";"BU08552703";"1"
"14927";"WK085528  ";"Tilburg                                 ";"Wijk      ";"WK085528  ";"1"
"14928";"BU08552801";"Tilburg                                 ";"Buurt     ";"BU08552801";"1"
"14929";"BU08552802";"Tilburg                                 ";"Buurt     ";"BU08552802";"1"
"14930";"WK085529  ";"Tilburg                                 ";"Wijk      ";"WK085529  ";"1"
"14931";"BU08552901";"Tilburg                                 ";"Buurt     ";"BU08552901";"1"
"14932";"BU08552902";"Tilburg                                 ";"Buurt     ";"BU08552902";"1"
"14933";"BU08552903";"Tilburg                                 ";"Buurt     ";"BU08552903";"1"
"14934";"BU08552904";"Tilburg                                 ";"Buurt     ";"BU08552904";"1"
"14935";"BU08552905";"Tilburg                                 ";"Buurt     ";"BU08552905";"1"
"14936";"BU08552906";"Tilburg                                 ";"Buurt     ";"BU08552906";"1"
"14937";"BU08552907";"Tilburg                                 ";"Buurt     ";"BU08552907";"1"
"14938";"WK085530  ";"Tilburg                                 ";"Wijk      ";"WK085530  ";"1"
"14939";"BU08553001";"Tilburg                                 ";"Buurt     ";"BU08553001";"1"
"14940";"WK085531  ";"Tilburg                                 ";"Wijk      ";"WK085531  ";"1"
"14941";"BU08553101";"Tilburg                                 ";"Buurt     ";"BU08553101";"1"
"14942";"BU08553102";"Tilburg                                 ";"Buurt     ";"BU08553102";"1"
"14943";"BU08553103";"Tilburg                                 ";"Buurt     ";"BU08553103";"1"
"14944";"BU08553104";"Tilburg                                 ";"Buurt     ";"BU08553104";"1"
"14945";"WK085532  ";"Tilburg                                 ";"Wijk      ";"WK085532  ";"1"
"14946";"BU08553201";"Tilburg                                 ";"Buurt     ";"BU08553201";"1"
"14947";"BU08553202";"Tilburg                                 ";"Buurt     ";"BU08553202";"1"
"14948";"BU08553203";"Tilburg                                 ";"Buurt     ";"BU08553203";"1"
"14949";"BU08553204";"Tilburg                                 ";"Buurt     ";"BU08553204";"1"
"14950";"BU08553205";"Tilburg                                 ";"Buurt     ";"BU08553205";"1"
"14951";"BU08553206";"Tilburg                                 ";"Buurt     ";"BU08553206";"1"
"14952";"BU08553207";"Tilburg                                 ";"Buurt     ";"BU08553207";"1"
"14953";"BU08553208";"Tilburg                                 ";"Buurt     ";"BU08553208";"1"
"14954";"BU08553209";"Tilburg                                 ";"Buurt     ";"BU08553209";"1"
"14955";"WK085533  ";"Tilburg                                 ";"Wijk      ";"WK085533  ";"1"
"14956";"BU08553301";"Tilburg                                 ";"Buurt     ";"BU08553301";"1"
"14957";"BU08553302";"Tilburg                                 ";"Buurt     ";"BU08553302";"1"
"14958";"BU08553303";"Tilburg                                 ";"Buurt     ";"BU08553303";"1"
"14959";"WK085534  ";"Tilburg                                 ";"Wijk      ";"WK085534  ";"1"
"14960";"BU08553401";"Tilburg                                 ";"Buurt     ";"BU08553401";"1"
"14961";"BU08553402";"Tilburg                                 ";"Buurt     ";"BU08553402";"1"
"14962";"WK085535  ";"Tilburg                                 ";"Wijk      ";"WK085535  ";"1"
"14963";"BU08553501";"Tilburg                                 ";"Buurt     ";"BU08553501";"1"
"14964";"BU08553502";"Tilburg                                 ";"Buurt     ";"BU08553502";"1"
"14965";"BU08553503";"Tilburg                                 ";"Buurt     ";"BU08553503";"1"
"14966";"BU08553504";"Tilburg                                 ";"Buurt     ";"BU08553504";"1"
"14967";"WK085536  ";"Tilburg                                 ";"Wijk      ";"WK085536  ";"1"
"14968";"BU08553601";"Tilburg                                 ";"Buurt     ";"BU08553601";"1"
"14969";"BU08553602";"Tilburg                                 ";"Buurt     ";"BU08553602";"1"
"14970";"BU08553603";"Tilburg                                 ";"Buurt     ";"BU08553603";"1"
"14971";"WK085537  ";"Tilburg                                 ";"Wijk      ";"WK085537  ";"1"
"14972";"BU08553701";"Tilburg                                 ";"Buurt     ";"BU08553701";"1"
"14973";"BU08553702";"Tilburg                                 ";"Buurt     ";"BU08553702";"1"
"14974";"BU08553703";"Tilburg                                 ";"Buurt     ";"BU08553703";"1"
"14975";"BU08553704";"Tilburg                                 ";"Buurt     ";"BU08553704";"1"
"14976";"BU08553705";"Tilburg                                 ";"Buurt     ";"BU08553705";"1"
"14977";"BU08553706";"Tilburg                                 ";"Buurt     ";"BU08553706";"1"
"14978";"BU08553707";"Tilburg                                 ";"Buurt     ";"BU08553707";"1"
"14979";"WK085538  ";"Tilburg                                 ";"Wijk      ";"WK085538  ";"1"
"14980";"BU08553801";"Tilburg                                 ";"Buurt     ";"BU08553801";"1"
"14981";"BU08553802";"Tilburg                                 ";"Buurt     ";"BU08553802";"1"
"14982";"BU08553803";"Tilburg                                 ";"Buurt     ";"BU08553803";"1"
"14983";"BU08553804";"Tilburg                                 ";"Buurt     ";"BU08553804";"1"
"14984";"BU08553805";"Tilburg                                 ";"Buurt     ";"BU08553805";"1"
"14985";"BU08553806";"Tilburg                                 ";"Buurt     ";"BU08553806";"1"
"14986";"BU08553807";"Tilburg                                 ";"Buurt     ";"BU08553807";"1"
"14987";"BU08553808";"Tilburg                                 ";"Buurt     ";"BU08553808";"1"
"14988";"BU08553809";"Tilburg                                 ";"Buurt     ";"BU08553809";"1"
"14989";"BU08553810";"Tilburg                                 ";"Buurt     ";"BU08553810";"1"
"14990";"BU08553811";"Tilburg                                 ";"Buurt     ";"BU08553811";"1"
"14991";"BU08553812";"Tilburg                                 ";"Buurt     ";"BU08553812";"1"
"14992";"BU08553813";"Tilburg                                 ";"Buurt     ";"BU08553813";"1"
"14993";"BU08553814";"Tilburg                                 ";"Buurt     ";"BU08553814";"1"
"14994";"WK085539  ";"Tilburg                                 ";"Wijk      ";"WK085539  ";"1"
"14995";"BU08553901";"Tilburg                                 ";"Buurt     ";"BU08553901";"1"
"14996";"BU08553902";"Tilburg                                 ";"Buurt     ";"BU08553902";"1"
"14997";"BU08553903";"Tilburg                                 ";"Buurt     ";"BU08553903";"1"
"14998";"BU08553904";"Tilburg                                 ";"Buurt     ";"BU08553904";"1"
"14999";"BU08553905";"Tilburg                                 ";"Buurt     ";"BU08553905";"1"
"15000";"WK085540  ";"Tilburg                                 ";"Wijk      ";"WK085540  ";"1"
"15001";"BU08554001";"Tilburg                                 ";"Buurt     ";"BU08554001";"1"
"15002";"BU08554002";"Tilburg                                 ";"Buurt     ";"BU08554002";"1"
"15003";"BU08554003";"Tilburg                                 ";"Buurt     ";"BU08554003";"1"
"15004";"WK085541  ";"Tilburg                                 ";"Wijk      ";"WK085541  ";"1"
