"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingGemeenteWijkBuurt_4"
"5815";"BU16520400";"Gemert-Bakel                            ";"Buurt     ";"BU16520400";"1"
"5816";"BU16520408";"Gemert-Bakel                            ";"Buurt     ";"BU16520408";"1"
"5817";"BU16520409";"Gemert-Bakel                            ";"Buurt     ";"BU16520409";"1"
"5818";"WK165205  ";"Gemert-Bakel                            ";"Wijk      ";"WK165205  ";"1"
"5819";"BU16520500";"Gemert-Bakel                            ";"Buurt     ";"BU16520500";"1"
"5820";"BU16520509";"Gemert-Bakel                            ";"Buurt     ";"BU16520509";"1"
"5821";"WK165206  ";"Gemert-Bakel                            ";"Wijk      ";"WK165206  ";"1"
"5822";"BU16520600";"Gemert-Bakel                            ";"Buurt     ";"BU16520600";"1"
"5823";"BU16520608";"Gemert-Bakel                            ";"Buurt     ";"BU16520608";"1"
"5824";"BU16520609";"Gemert-Bakel                            ";"Buurt     ";"BU16520609";"1"
"5825";"WK165207  ";"Gemert-Bakel                            ";"Wijk      ";"WK165207  ";"1"
"5826";"BU16520700";"Gemert-Bakel                            ";"Buurt     ";"BU16520700";"1"
"5827";"BU16520708";"Gemert-Bakel                            ";"Buurt     ";"BU16520708";"1"
"5828";"BU16520709";"Gemert-Bakel                            ";"Buurt     ";"BU16520709";"1"
"5829";"WK165208  ";"Gemert-Bakel                            ";"Wijk      ";"WK165208  ";"1"
"5830";"BU16520800";"Gemert-Bakel                            ";"Buurt     ";"BU16520800";"1"
"5831";"BU16520809";"Gemert-Bakel                            ";"Buurt     ";"BU16520809";"1"
"5832";"GM0907    ";"Gennep                                  ";"Gemeente  ";"GM0907    ";"1"
"5833";"WK090700  ";"Gennep                                  ";"Wijk      ";"WK090700  ";"1"
"5834";"BU09070000";"Gennep                                  ";"Buurt     ";"BU09070000";"1"
"5835";"BU09070001";"Gennep                                  ";"Buurt     ";"BU09070001";"1"
"5836";"BU09070009";"Gennep                                  ";"Buurt     ";"BU09070009";"1"
"5837";"WK090701  ";"Gennep                                  ";"Wijk      ";"WK090701  ";"1"
"5838";"BU09070100";"Gennep                                  ";"Buurt     ";"BU09070100";"1"
"5839";"BU09070108";"Gennep                                  ";"Buurt     ";"BU09070108";"1"
"5840";"BU09070109";"Gennep                                  ";"Buurt     ";"BU09070109";"1"
"5841";"WK090702  ";"Gennep                                  ";"Wijk      ";"WK090702  ";"1"
"5842";"BU09070200";"Gennep                                  ";"Buurt     ";"BU09070200";"1"
"5843";"BU09070209";"Gennep                                  ";"Buurt     ";"BU09070209";"1"
"5844";"WK090703  ";"Gennep                                  ";"Wijk      ";"WK090703  ";"1"
"5845";"BU09070300";"Gennep                                  ";"Buurt     ";"BU09070300";"1"
"5846";"BU09070301";"Gennep                                  ";"Buurt     ";"BU09070301";"1"
"5847";"BU09070302";"Gennep                                  ";"Buurt     ";"BU09070302";"1"
"5848";"BU09070303";"Gennep                                  ";"Buurt     ";"BU09070303";"1"
"5849";"BU09070309";"Gennep                                  ";"Buurt     ";"BU09070309";"1"
"5850";"WK090704  ";"Gennep                                  ";"Wijk      ";"WK090704  ";"1"
"5851";"BU09070400";"Gennep                                  ";"Buurt     ";"BU09070400";"1"
"5852";"BU09070408";"Gennep                                  ";"Buurt     ";"BU09070408";"1"
"5853";"BU09070409";"Gennep                                  ";"Buurt     ";"BU09070409";"1"
"5854";"GM0784    ";"Gilze en Rijen                          ";"Gemeente  ";"GM0784    ";"1"
"5855";"WK078401  ";"Gilze en Rijen                          ";"Wijk      ";"WK078401  ";"1"
"5856";"BU07840101";"Gilze en Rijen                          ";"Buurt     ";"BU07840101";"1"
"5857";"BU07840102";"Gilze en Rijen                          ";"Buurt     ";"BU07840102";"1"
"5858";"BU07840103";"Gilze en Rijen                          ";"Buurt     ";"BU07840103";"1"
"5859";"BU07840104";"Gilze en Rijen                          ";"Buurt     ";"BU07840104";"1"
"5860";"BU07840105";"Gilze en Rijen                          ";"Buurt     ";"BU07840105";"1"
"5861";"BU07840106";"Gilze en Rijen                          ";"Buurt     ";"BU07840106";"1"
"5862";"BU07840107";"Gilze en Rijen                          ";"Buurt     ";"BU07840107";"1"
"5863";"BU07840108";"Gilze en Rijen                          ";"Buurt     ";"BU07840108";"1"
"5864";"BU07840109";"Gilze en Rijen                          ";"Buurt     ";"BU07840109";"1"
"5865";"BU07840110";"Gilze en Rijen                          ";"Buurt     ";"BU07840110";"1"
"5866";"BU07840111";"Gilze en Rijen                          ";"Buurt     ";"BU07840111";"1"
"5867";"BU07840112";"Gilze en Rijen                          ";"Buurt     ";"BU07840112";"1"
"5868";"BU07840113";"Gilze en Rijen                          ";"Buurt     ";"BU07840113";"1"
"5869";"WK078402  ";"Gilze en Rijen                          ";"Wijk      ";"WK078402  ";"1"
"5870";"BU07840201";"Gilze en Rijen                          ";"Buurt     ";"BU07840201";"1"
"5871";"BU07840202";"Gilze en Rijen                          ";"Buurt     ";"BU07840202";"1"
"5872";"BU07840203";"Gilze en Rijen                          ";"Buurt     ";"BU07840203";"1"
"5873";"BU07840204";"Gilze en Rijen                          ";"Buurt     ";"BU07840204";"1"
"5874";"BU07840205";"Gilze en Rijen                          ";"Buurt     ";"BU07840205";"1"
"5875";"BU07840206";"Gilze en Rijen                          ";"Buurt     ";"BU07840206";"1"
"5876";"BU07840207";"Gilze en Rijen                          ";"Buurt     ";"BU07840207";"1"
"5877";"BU07840208";"Gilze en Rijen                          ";"Buurt     ";"BU07840208";"1"
"5878";"BU07840209";"Gilze en Rijen                          ";"Buurt     ";"BU07840209";"1"
"5879";"WK078403  ";"Gilze en Rijen                          ";"Wijk      ";"WK078403  ";"1"
"5880";"BU07840301";"Gilze en Rijen                          ";"Buurt     ";"BU07840301";"1"
"5881";"BU07840302";"Gilze en Rijen                          ";"Buurt     ";"BU07840302";"1"
"5882";"WK078404  ";"Gilze en Rijen                          ";"Wijk      ";"WK078404  ";"1"
"5883";"BU07840401";"Gilze en Rijen                          ";"Buurt     ";"BU07840401";"1"
"5884";"BU07840402";"Gilze en Rijen                          ";"Buurt     ";"BU07840402";"1"
"5885";"GM1924    ";"Goeree-Overflakkee                      ";"Gemeente  ";"GM1924    ";"1"
"5886";"WK192400  ";"Goeree-Overflakkee                      ";"Wijk      ";"WK192400  ";"1"
"5887";"BU19240001";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240001";"1"
"5888";"BU19240002";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240002";"1"
"5889";"BU19240003";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240003";"1"
"5890";"WK192401  ";"Goeree-Overflakkee                      ";"Wijk      ";"WK192401  ";"1"
"5891";"BU19240101";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240101";"1"
"5892";"BU19240102";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240102";"1"
"5893";"BU19240103";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240103";"1"
"5894";"BU19240104";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240104";"1"
"5895";"BU19240105";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240105";"1"
"5896";"BU19240106";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240106";"1"
"5897";"BU19240107";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240107";"1"
"5898";"BU19240108";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240108";"1"
"5899";"BU19240109";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240109";"1"
"5900";"WK192402  ";"Goeree-Overflakkee                      ";"Wijk      ";"WK192402  ";"1"
"5901";"BU19240201";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240201";"1"
"5902";"BU19240202";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240202";"1"
"5903";"BU19240203";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240203";"1"
"5904";"BU19240204";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240204";"1"
"5905";"BU19240205";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240205";"1"
"5906";"WK192403  ";"Goeree-Overflakkee                      ";"Wijk      ";"WK192403  ";"1"
"5907";"BU19240301";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240301";"1"
"5908";"BU19240302";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240302";"1"
"5909";"BU19240303";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240303";"1"
"5910";"BU19240304";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240304";"1"
"5911";"BU19240305";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240305";"1"
"5912";"BU19240306";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240306";"1"
"5913";"BU19240307";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240307";"1"
"5914";"WK192404  ";"Goeree-Overflakkee                      ";"Wijk      ";"WK192404  ";"1"
"5915";"BU19240401";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240401";"1"
"5916";"BU19240402";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240402";"1"
"5917";"BU19240403";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240403";"1"
"5918";"WK192405  ";"Goeree-Overflakkee                      ";"Wijk      ";"WK192405  ";"1"
"5919";"BU19240501";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240501";"1"
"5920";"BU19240502";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240502";"1"
"5921";"WK192406  ";"Goeree-Overflakkee                      ";"Wijk      ";"WK192406  ";"1"
"5922";"BU19240601";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240601";"1"
"5923";"BU19240602";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240602";"1"
"5924";"BU19240603";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240603";"1"
"5925";"BU19240604";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240604";"1"
"5926";"BU19240605";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240605";"1"
"5927";"BU19240606";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240606";"1"
"5928";"WK192407  ";"Goeree-Overflakkee                      ";"Wijk      ";"WK192407  ";"1"
"5929";"BU19240701";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240701";"1"
"5930";"BU19240702";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240702";"1"
"5931";"BU19240703";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240703";"1"
"5932";"BU19240704";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240704";"1"
"5933";"BU19240705";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240705";"1"
"5934";"WK192408  ";"Goeree-Overflakkee                      ";"Wijk      ";"WK192408  ";"1"
"5935";"BU19240801";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240801";"1"
"5936";"BU19240802";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240802";"1"
"5937";"WK192409  ";"Goeree-Overflakkee                      ";"Wijk      ";"WK192409  ";"1"
"5938";"BU19240901";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240901";"1"
"5939";"BU19240902";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240902";"1"
"5940";"BU19240903";"Goeree-Overflakkee                      ";"Buurt     ";"BU19240903";"1"
"5941";"WK192410  ";"Goeree-Overflakkee                      ";"Wijk      ";"WK192410  ";"1"
"5942";"BU19241001";"Goeree-Overflakkee                      ";"Buurt     ";"BU19241001";"1"
"5943";"BU19241002";"Goeree-Overflakkee                      ";"Buurt     ";"BU19241002";"1"
"5944";"BU19241003";"Goeree-Overflakkee                      ";"Buurt     ";"BU19241003";"1"
"5945";"BU19241004";"Goeree-Overflakkee                      ";"Buurt     ";"BU19241004";"1"
"5946";"BU19241005";"Goeree-Overflakkee                      ";"Buurt     ";"BU19241005";"1"
"5947";"BU19241006";"Goeree-Overflakkee                      ";"Buurt     ";"BU19241006";"1"
"5948";"WK192411  ";"Goeree-Overflakkee                      ";"Wijk      ";"WK192411  ";"1"
"5949";"BU19241101";"Goeree-Overflakkee                      ";"Buurt     ";"BU19241101";"1"
"5950";"BU19241102";"Goeree-Overflakkee                      ";"Buurt     ";"BU19241102";"1"
"5951";"BU19241103";"Goeree-Overflakkee                      ";"Buurt     ";"BU19241103";"1"
"5952";"WK192412  ";"Goeree-Overflakkee                      ";"Wijk      ";"WK192412  ";"1"
"5953";"BU19241201";"Goeree-Overflakkee                      ";"Buurt     ";"BU19241201";"1"
"5954";"BU19241202";"Goeree-Overflakkee                      ";"Buurt     ";"BU19241202";"1"
"5955";"WK192413  ";"Goeree-Overflakkee                      ";"Wijk      ";"WK192413  ";"1"
"5956";"BU19241301";"Goeree-Overflakkee                      ";"Buurt     ";"BU19241301";"1"
"5957";"BU19241302";"Goeree-Overflakkee                      ";"Buurt     ";"BU19241302";"1"
"5958";"GM0664    ";"Goes                                    ";"Gemeente  ";"GM0664    ";"1"
"5959";"WK066401  ";"Goes                                    ";"Wijk      ";"WK066401  ";"1"
"5960";"BU06640101";"Goes                                    ";"Buurt     ";"BU06640101";"1"
"5961";"BU06640102";"Goes                                    ";"Buurt     ";"BU06640102";"1"
"5962";"BU06640103";"Goes                                    ";"Buurt     ";"BU06640103";"1"
"5963";"BU06640104";"Goes                                    ";"Buurt     ";"BU06640104";"1"
"5964";"BU06640105";"Goes                                    ";"Buurt     ";"BU06640105";"1"
"5965";"BU06640106";"Goes                                    ";"Buurt     ";"BU06640106";"1"
"5966";"BU06640107";"Goes                                    ";"Buurt     ";"BU06640107";"1"
"5967";"BU06640108";"Goes                                    ";"Buurt     ";"BU06640108";"1"
"5968";"BU06640109";"Goes                                    ";"Buurt     ";"BU06640109";"1"
"5969";"BU06640110";"Goes                                    ";"Buurt     ";"BU06640110";"1"
"5970";"BU06640111";"Goes                                    ";"Buurt     ";"BU06640111";"1"
"5971";"WK066402  ";"Goes                                    ";"Wijk      ";"WK066402  ";"1"
"5972";"BU06640220";"Goes                                    ";"Buurt     ";"BU06640220";"1"
"5973";"BU06640229";"Goes                                    ";"Buurt     ";"BU06640229";"1"
"5974";"WK066403  ";"Goes                                    ";"Wijk      ";"WK066403  ";"1"
"5975";"BU06640330";"Goes                                    ";"Buurt     ";"BU06640330";"1"
"5976";"BU06640331";"Goes                                    ";"Buurt     ";"BU06640331";"1"
"5977";"BU06640338";"Goes                                    ";"Buurt     ";"BU06640338";"1"
"5978";"BU06640339";"Goes                                    ";"Buurt     ";"BU06640339";"1"
"5979";"WK066404  ";"Goes                                    ";"Wijk      ";"WK066404  ";"1"
"5980";"BU06640440";"Goes                                    ";"Buurt     ";"BU06640440";"1"
"5981";"BU06640449";"Goes                                    ";"Buurt     ";"BU06640449";"1"
"5982";"WK066405  ";"Goes                                    ";"Wijk      ";"WK066405  ";"1"
"5983";"BU06640550";"Goes                                    ";"Buurt     ";"BU06640550";"1"
"5984";"BU06640551";"Goes                                    ";"Buurt     ";"BU06640551";"1"
"5985";"BU06640559";"Goes                                    ";"Buurt     ";"BU06640559";"1"
"5986";"WK066406  ";"Goes                                    ";"Wijk      ";"WK066406  ";"1"
"5987";"BU06640660";"Goes                                    ";"Buurt     ";"BU06640660";"1"
"5988";"WK066407  ";"Goes                                    ";"Wijk      ";"WK066407  ";"1"
"5989";"BU06640770";"Goes                                    ";"Buurt     ";"BU06640770";"1"
"5990";"BU06640778";"Goes                                    ";"Buurt     ";"BU06640778";"1"
"5991";"BU06640779";"Goes                                    ";"Buurt     ";"BU06640779";"1"
"5992";"WK066408  ";"Goes                                    ";"Wijk      ";"WK066408  ";"1"
"5993";"BU06640880";"Goes                                    ";"Buurt     ";"BU06640880";"1"
"5994";"BU06640889";"Goes                                    ";"Buurt     ";"BU06640889";"1"
"5995";"WK066409  ";"Goes                                    ";"Wijk      ";"WK066409  ";"1"
"5996";"BU06640990";"Goes                                    ";"Buurt     ";"BU06640990";"1"
"5997";"GM0785    ";"Goirle                                  ";"Gemeente  ";"GM0785    ";"1"
"5998";"WK078501  ";"Goirle                                  ";"Wijk      ";"WK078501  ";"1"
"5999";"BU07850101";"Goirle                                  ";"Buurt     ";"BU07850101";"1"
"6000";"WK078502  ";"Goirle                                  ";"Wijk      ";"WK078502  ";"1"
"6001";"BU07850202";"Goirle                                  ";"Buurt     ";"BU07850202";"1"
"6002";"WK078503  ";"Goirle                                  ";"Wijk      ";"WK078503  ";"1"
"6003";"BU07850303";"Goirle                                  ";"Buurt     ";"BU07850303";"1"
"6004";"BU07850304";"Goirle                                  ";"Buurt     ";"BU07850304";"1"
"6005";"WK078504  ";"Goirle                                  ";"Wijk      ";"WK078504  ";"1"
"6006";"BU07850405";"Goirle                                  ";"Buurt     ";"BU07850405";"1"
"6007";"BU07850406";"Goirle                                  ";"Buurt     ";"BU07850406";"1"
"6008";"WK078505  ";"Goirle                                  ";"Wijk      ";"WK078505  ";"1"
"6009";"BU07850507";"Goirle                                  ";"Buurt     ";"BU07850507";"1"
"6010";"WK078506  ";"Goirle                                  ";"Wijk      ";"WK078506  ";"1"
"6011";"BU07850608";"Goirle                                  ";"Buurt     ";"BU07850608";"1"
"6012";"WK078507  ";"Goirle                                  ";"Wijk      ";"WK078507  ";"1"
"6013";"BU07850709";"Goirle                                  ";"Buurt     ";"BU07850709";"1"
"6014";"BU07850710";"Goirle                                  ";"Buurt     ";"BU07850710";"1"
"6015";"WK078508  ";"Goirle                                  ";"Wijk      ";"WK078508  ";"1"
"6016";"BU07850811";"Goirle                                  ";"Buurt     ";"BU07850811";"1"
"6017";"BU07850812";"Goirle                                  ";"Buurt     ";"BU07850812";"1"
"6018";"BU07850813";"Goirle                                  ";"Buurt     ";"BU07850813";"1"
"6019";"WK078509  ";"Goirle                                  ";"Wijk      ";"WK078509  ";"1"
"6020";"BU07850914";"Goirle                                  ";"Buurt     ";"BU07850914";"1"
"6021";"BU07850915";"Goirle                                  ";"Buurt     ";"BU07850915";"1"
"6022";"BU07850916";"Goirle                                  ";"Buurt     ";"BU07850916";"1"
"6023";"BU07850917";"Goirle                                  ";"Buurt     ";"BU07850917";"1"
"6024";"BU07850918";"Goirle                                  ";"Buurt     ";"BU07850918";"1"
"6025";"WK078510  ";"Goirle                                  ";"Wijk      ";"WK078510  ";"1"
"6026";"BU07851019";"Goirle                                  ";"Buurt     ";"BU07851019";"1"
"6027";"WK078511  ";"Goirle                                  ";"Wijk      ";"WK078511  ";"1"
"6028";"BU07851120";"Goirle                                  ";"Buurt     ";"BU07851120";"1"
"6029";"BU07851121";"Goirle                                  ";"Buurt     ";"BU07851121";"1"
"6030";"BU07851122";"Goirle                                  ";"Buurt     ";"BU07851122";"1"
"6031";"WK078512  ";"Goirle                                  ";"Wijk      ";"WK078512  ";"1"
"6032";"BU07851223";"Goirle                                  ";"Buurt     ";"BU07851223";"1"
"6033";"WK078513  ";"Goirle                                  ";"Wijk      ";"WK078513  ";"1"
"6034";"BU07851324";"Goirle                                  ";"Buurt     ";"BU07851324";"1"
"6035";"BU07851325";"Goirle                                  ";"Buurt     ";"BU07851325";"1"
"6036";"WK078514  ";"Goirle                                  ";"Wijk      ";"WK078514  ";"1"
"6037";"BU07851426";"Goirle                                  ";"Buurt     ";"BU07851426";"1"
"6038";"WK078520  ";"Goirle                                  ";"Wijk      ";"WK078520  ";"1"
"6039";"BU07852027";"Goirle                                  ";"Buurt     ";"BU07852027";"1"
"6040";"BU07852028";"Goirle                                  ";"Buurt     ";"BU07852028";"1"
"6041";"WK078521  ";"Goirle                                  ";"Wijk      ";"WK078521  ";"1"
"6042";"BU07852129";"Goirle                                  ";"Buurt     ";"BU07852129";"1"
"6043";"WK078522  ";"Goirle                                  ";"Wijk      ";"WK078522  ";"1"
"6044";"BU07852230";"Goirle                                  ";"Buurt     ";"BU07852230";"1"
"6045";"WK078523  ";"Goirle                                  ";"Wijk      ";"WK078523  ";"1"
"6046";"BU07852331";"Goirle                                  ";"Buurt     ";"BU07852331";"1"
"6047";"GM1942    ";"Gooise Meren                            ";"Gemeente  ";"GM1942    ";"1"
"6048";"WK194200  ";"Gooise Meren                            ";"Wijk      ";"WK194200  ";"1"
"6049";"BU19420000";"Gooise Meren                            ";"Buurt     ";"BU19420000";"1"
"6050";"BU19420001";"Gooise Meren                            ";"Buurt     ";"BU19420001";"1"
"6051";"BU19420002";"Gooise Meren                            ";"Buurt     ";"BU19420002";"1"
"6052";"BU19420003";"Gooise Meren                            ";"Buurt     ";"BU19420003";"1"
"6053";"BU19420004";"Gooise Meren                            ";"Buurt     ";"BU19420004";"1"
"6054";"BU19420005";"Gooise Meren                            ";"Buurt     ";"BU19420005";"1"
"6055";"BU19420006";"Gooise Meren                            ";"Buurt     ";"BU19420006";"1"
"6056";"BU19420007";"Gooise Meren                            ";"Buurt     ";"BU19420007";"1"
"6057";"BU19420008";"Gooise Meren                            ";"Buurt     ";"BU19420008";"1"
"6058";"WK194201  ";"Gooise Meren                            ";"Wijk      ";"WK194201  ";"1"
"6059";"BU19420100";"Gooise Meren                            ";"Buurt     ";"BU19420100";"1"
"6060";"BU19420101";"Gooise Meren                            ";"Buurt     ";"BU19420101";"1"
"6061";"BU19420102";"Gooise Meren                            ";"Buurt     ";"BU19420102";"1"
"6062";"BU19420103";"Gooise Meren                            ";"Buurt     ";"BU19420103";"1"
"6063";"BU19420104";"Gooise Meren                            ";"Buurt     ";"BU19420104";"1"
"6064";"WK194202  ";"Gooise Meren                            ";"Wijk      ";"WK194202  ";"1"
"6065";"BU19420200";"Gooise Meren                            ";"Buurt     ";"BU19420200";"1"
"6066";"BU19420201";"Gooise Meren                            ";"Buurt     ";"BU19420201";"1"
"6067";"BU19420202";"Gooise Meren                            ";"Buurt     ";"BU19420202";"1"
"6068";"BU19420203";"Gooise Meren                            ";"Buurt     ";"BU19420203";"1"
"6069";"BU19420204";"Gooise Meren                            ";"Buurt     ";"BU19420204";"1"
"6070";"BU19420205";"Gooise Meren                            ";"Buurt     ";"BU19420205";"1"
"6071";"BU19420206";"Gooise Meren                            ";"Buurt     ";"BU19420206";"1"
"6072";"BU19420207";"Gooise Meren                            ";"Buurt     ";"BU19420207";"1"
"6073";"BU19420208";"Gooise Meren                            ";"Buurt     ";"BU19420208";"1"
"6074";"BU19420209";"Gooise Meren                            ";"Buurt     ";"BU19420209";"1"
"6075";"WK194203  ";"Gooise Meren                            ";"Wijk      ";"WK194203  ";"1"
"6076";"BU19420300";"Gooise Meren                            ";"Buurt     ";"BU19420300";"1"
"6077";"BU19420301";"Gooise Meren                            ";"Buurt     ";"BU19420301";"1"
"6078";"BU19420302";"Gooise Meren                            ";"Buurt     ";"BU19420302";"1"
"6079";"BU19420303";"Gooise Meren                            ";"Buurt     ";"BU19420303";"1"
"6080";"BU19420304";"Gooise Meren                            ";"Buurt     ";"BU19420304";"1"
"6081";"BU19420305";"Gooise Meren                            ";"Buurt     ";"BU19420305";"1"
"6082";"BU19420306";"Gooise Meren                            ";"Buurt     ";"BU19420306";"1"
"6083";"WK194204  ";"Gooise Meren                            ";"Wijk      ";"WK194204  ";"1"
"6084";"BU19420400";"Gooise Meren                            ";"Buurt     ";"BU19420400";"1"
"6085";"BU19420401";"Gooise Meren                            ";"Buurt     ";"BU19420401";"1"
"6086";"BU19420402";"Gooise Meren                            ";"Buurt     ";"BU19420402";"1"
"6087";"BU19420403";"Gooise Meren                            ";"Buurt     ";"BU19420403";"1"
"6088";"BU19420404";"Gooise Meren                            ";"Buurt     ";"BU19420404";"1"
"6089";"BU19420408";"Gooise Meren                            ";"Buurt     ";"BU19420408";"1"
"6090";"BU19420409";"Gooise Meren                            ";"Buurt     ";"BU19420409";"1"
"6091";"BU19420410";"Gooise Meren                            ";"Buurt     ";"BU19420410";"1"
"6092";"WK194205  ";"Gooise Meren                            ";"Wijk      ";"WK194205  ";"1"
"6093";"BU19420501";"Gooise Meren                            ";"Buurt     ";"BU19420501";"1"
"6094";"BU19420502";"Gooise Meren                            ";"Buurt     ";"BU19420502";"1"
"6095";"BU19420503";"Gooise Meren                            ";"Buurt     ";"BU19420503";"1"
"6096";"BU19420504";"Gooise Meren                            ";"Buurt     ";"BU19420504";"1"
"6097";"BU19420506";"Gooise Meren                            ";"Buurt     ";"BU19420506";"1"
"6098";"BU19420507";"Gooise Meren                            ";"Buurt     ";"BU19420507";"1"
"6099";"BU19420508";"Gooise Meren                            ";"Buurt     ";"BU19420508";"1"
"6100";"BU19420509";"Gooise Meren                            ";"Buurt     ";"BU19420509";"1"
"6101";"BU19420510";"Gooise Meren                            ";"Buurt     ";"BU19420510";"1"
"6102";"BU19420511";"Gooise Meren                            ";"Buurt     ";"BU19420511";"1"
"6103";"BU19420512";"Gooise Meren                            ";"Buurt     ";"BU19420512";"1"
"6104";"BU19420513";"Gooise Meren                            ";"Buurt     ";"BU19420513";"1"
"6105";"BU19420515";"Gooise Meren                            ";"Buurt     ";"BU19420515";"1"
"6106";"BU19420555";"Gooise Meren                            ";"Buurt     ";"BU19420555";"1"
"6107";"BU19420565";"Gooise Meren                            ";"Buurt     ";"BU19420565";"1"
"6108";"BU19420575";"Gooise Meren                            ";"Buurt     ";"BU19420575";"1"
"6109";"BU19420585";"Gooise Meren                            ";"Buurt     ";"BU19420585";"1"
"6110";"GM0512    ";"Gorinchem                               ";"Gemeente  ";"GM0512    ";"1"
"6111";"WK051201  ";"Gorinchem                               ";"Wijk      ";"WK051201  ";"1"
"6112";"BU05120101";"Gorinchem                               ";"Buurt     ";"BU05120101";"1"
"6113";"BU05120102";"Gorinchem                               ";"Buurt     ";"BU05120102";"1"
"6114";"WK051202  ";"Gorinchem                               ";"Wijk      ";"WK051202  ";"1"
"6115";"BU05120200";"Gorinchem                               ";"Buurt     ";"BU05120200";"1"
"6116";"WK051203  ";"Gorinchem                               ";"Wijk      ";"WK051203  ";"1"
"6117";"BU05120300";"Gorinchem                               ";"Buurt     ";"BU05120300";"1"
"6118";"WK051204  ";"Gorinchem                               ";"Wijk      ";"WK051204  ";"1"
"6119";"BU05120403";"Gorinchem                               ";"Buurt     ";"BU05120403";"1"
"6120";"BU05120404";"Gorinchem                               ";"Buurt     ";"BU05120404";"1"
"6121";"WK051205  ";"Gorinchem                               ";"Wijk      ";"WK051205  ";"1"
"6122";"BU05120500";"Gorinchem                               ";"Buurt     ";"BU05120500";"1"
"6123";"WK051206  ";"Gorinchem                               ";"Wijk      ";"WK051206  ";"1"
"6124";"BU05120600";"Gorinchem                               ";"Buurt     ";"BU05120600";"1"
"6125";"WK051207  ";"Gorinchem                               ";"Wijk      ";"WK051207  ";"1"
"6126";"BU05120700";"Gorinchem                               ";"Buurt     ";"BU05120700";"1"
"6127";"WK051208  ";"Gorinchem                               ";"Wijk      ";"WK051208  ";"1"
"6128";"BU05120800";"Gorinchem                               ";"Buurt     ";"BU05120800";"1"
"6129";"WK051209  ";"Gorinchem                               ";"Wijk      ";"WK051209  ";"1"
"6130";"BU05120900";"Gorinchem                               ";"Buurt     ";"BU05120900";"1"
"6131";"WK051210  ";"Gorinchem                               ";"Wijk      ";"WK051210  ";"1"
"6132";"BU05121000";"Gorinchem                               ";"Buurt     ";"BU05121000";"1"
"6133";"WK051211  ";"Gorinchem                               ";"Wijk      ";"WK051211  ";"1"
"6134";"BU05121105";"Gorinchem                               ";"Buurt     ";"BU05121105";"1"
"6135";"BU05121106";"Gorinchem                               ";"Buurt     ";"BU05121106";"1"
"6136";"BU05121107";"Gorinchem                               ";"Buurt     ";"BU05121107";"1"
"6137";"BU05121108";"Gorinchem                               ";"Buurt     ";"BU05121108";"1"
"6138";"WK051212  ";"Gorinchem                               ";"Wijk      ";"WK051212  ";"1"
"6139";"BU05121200";"Gorinchem                               ";"Buurt     ";"BU05121200";"1"
